coid,year,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
3512,2020,4.87,2.63,16.33,8.42,16.84,-0.009836767522465442,4295433,65.15
3515,2020,13.73,11.3,21.92,10.37,21.51,-0.6717059772146529,11715811,37.62
3516,2020,1.21,0.35,1.44,-1.88,15.11,-14.856264243156419,1760933,26.79
3518,2020,-1.95,-0.71,-4.0,1.5,32.66,49.28434846184129,2194268,37.12
3520,2020,2.67,0.31,4.76,2.6,14.55,-2.0430519518924912,1042184,50.89
3521,2020,-2.9,-0.89,-8.53,-14.6,16.44,-177.853200391703,1114552,57.7
3522,2020,-13.02,-6.19,-40.9,-27.02,49.13,2.986739469578783,2994449,71.76
3523,2020,-6.31,-0.95,-18.44,-32.02,12.57,-144.19179761018952,1295432,60.09
3526,2020,15.69,7.25,26.89,28.25,48.81,-11.352599566769834,3514004,35.73
3527,2020,2.55,1.61,3.08,1.18,34.23,-4.940822710398244,2744647,16.97
3528,2020,6.85,3.18,14.03,4.21,11.01,0.3067944572468057,3308066,54.21
3529,2020,31.35,9.52,38.13,46.3,100.0,-2.7170302124900845,2477572,19.05
3530,2020,10.41,3.65,13.13,9.66,20.19,-0.95741273400163,3012018,26.77
3531,2020,1.7,0.84,2.34,4.63,19.35,-15.720313835222232,2631571,33.44
3532,2020,5.7,3.37,6.42,15.4,20.23,12.62927731353099,23101308,11.93
3533,2020,16.03,26.41,20.99,21.44,40.08,3.0882231051675264,19282895,24.91
3535,2020,-4.06,-1.29,-10.77,-3.13,20.6,0.6577723580596491,2381203,63.27
3537,2020,9.36,2.81,15.6,8.02,14.7,-0.21560332305532023,1720964,41.91
3540,2020,12.12,7.06,30.37,11.95,37.12,4.165497231061558,4537355,61.61
3541,2020,6.65,2.35,10.74,11.06,38.23,-69.29687975183991,1781800,34.73
3543,2020,-6.52,-4.5,-12.67,1.16,14.0,-4.0599478151791315,5801999,49.26
3545,2020,8.23,3.97,12.66,7.47,24.85,3.6504255792367664,12345053,36.72
3546,2020,17.89,6.2,22.52,21.48,94.48,2.3368246998209603,1704383,21.76
3548,2020,4.28,5.03,7.55,5.57,20.32,-6.593393999820256,7908137,48.01
3550,2020,2.43,0.94,4.34,3.4,19.87,-0.23528016833282897,4105144,53.36
3551,2020,6.42,4.44,8.79,16.19,37.38,2.752017591138536,4106442,28.21
3552,2020,3.42,3.26,8.27,2.13,19.35,0.20429658821350388,9352871,62.36
3555,2020,-15.47,-1.78,-20.81,-20.58,5.62,25.686373589354893,354441,23.01
3556,2020,15.32,3.88,19.88,22.01,52.64,-14.033810647892988,1548061,23.65
3557,2020,16.12,10.01,54.21,17.65,40.42,-24.304185742673262,4500811,64.48
3558,2020,7.05,7.67,14.68,7.11,21.55,1.434465501592846,6735147,53.94
3563,2020,19.45,15.02,28.15,36.24,63.38,-1.7821002721230268,3709287,29.7
3564,2020,3.26,0.9,4.67,4.61,26.35,1.3722743375164108,1694357,32.24
3567,2020,12.87,2.35,14.72,25.87,39.13,2.3620488062459923,638753,13.5
3570,2020,14.86,8.0,19.96,14.39,38.77,1.0352127793445998,923171,23.7
3576,2020,-14.16,-2.31,-33.76,-36.88,-7.01,-86.07419951589004,32460701,53.72
3577,2020,3.16,0.76,4.05,6.22,54.38,3.3564142865908626,1304448,24.11
3580,2020,6.91,1.84,10.28,9.42,32.99,-3.713312693498452,1149073,39.79
3581,2020,7.66,1.5,13.41,10.39,39.59,-12.400815402575391,1660565,46.02
3583,2020,7.33,3.8,11.18,12.99,40.67,63.990733031928535,4792610,40.61
3587,2020,9.15,6.18,13.59,14.48,29.63,-1.964191686235214,4413412,33.25
3588,2020,3.86,1.3,4.59,5.41,32.22,-0.6399054969132096,1613343,17.63
3591,2020,1.12,0.35,1.25,0.2,19.22,19.937559386453103,3764253,29.5
3592,2020,9.6,13.12,18.91,7.65,25.97,0.5960791395579984,9302080,49.16
3593,2020,6.43,0.9,9.15,2.42,13.52,-52.303554822007555,1606584,52.07
3594,2020,0.87,0.16,0.6,2.39,28.1,3.8072153106321673,3045968,51.22
3596,2020,6.14,8.36,13.99,6.76,14.97,-1.3581320967058372,28807226,58.48
3597,2020,4.88,1.28,9.9,9.06,27.22,4.259339402463716,1013033,52.61
3605,2020,2.93,2.26,5.84,4.32,22.77,26.666751193471526,10295137,55.67
3607,2020,-8.51,-3.32,-14.23,-13.82,0.33,-3.0221781546113315,4566353,40.06
3609,2020,-0.71,-0.19,-1.2,-4.43,33.47,-5.5156635590896625,638313,22.33
3611,2020,10.71,16.84,21.3,16.14,35.59,17.644864327114394,7103421,50.01
3615,2020,1.31,0.29,1.34,-4.38,14.17,4.268055504374921,3082163,27.92
3617,2020,4.79,5.72,10.48,8.49,40.6,5.24090947379128,10594619,56.9
3622,2020,3.99,1.24,4.34,-1.12,19.94,-20.546908596325718,5214945,10.21
3623,2020,-4.52,-1.12,-6.96,-14.65,0.64,7.802955933682373,633523,28.63
3624,2020,5.51,1.44,6.67,9.48,24.16,1.739594008467646,3206925,18.34
3625,2020,-5.41,-2.11,-14.83,-4.95,8.47,-65.87382107690021,2886530,65.36
3628,2020,1.63,0.93,2.88,2.24,24.42,-0.8559502712233387,2965299,50.11
3629,2020,3.17,0.7,5.2,9.79,40.29,39.3404695396294,810421,43.79
3630,2020,-3.5,-1.5,-6.19,-13.11,12.75,-11.986052647642492,7479781,41.63
3631,2020,-0.16,-0.13,-0.67,-11.7,8.41,-146.97024917039113,2520413,35.54
3632,2020,-27.44,-5.0,-67.59,-34.34,26.71,-13.991040061881588,694222,68.46
3645,2020,7.56,2.76,13.38,20.72,37.62,10.884500143473938,5080528,45.17
3646,2020,6.67,1.16,9.7,10.22,34.77,-16.76593880998561,728412,34.95
3652,2020,1.1,0.36,1.55,0.95,32.12,-0.043950901996173096,1681595,34.36
3653,2020,10.55,8.26,14.78,16.35,29.2,-117.40540338591636,11417963,35.6
3661,2020,11.69,13.61,23.22,13.94,32.59,-5.7271568015661165,9112980,57.33
3663,2020,3.21,0.64,4.03,2.92,8.7,-0.14011742481068853,1760516,34.04
3664,2020,-9.89,-2.1,-17.95,-14.95,72.7,-8.031390497324411,944924,45.9
3665,2020,8.22,14.01,14.26,10.85,25.34,0.7721188283632153,22717189,41.55
3666,2020,7.43,2.71,11.19,6.57,17.63,-123.72981495784143,2380114,32.69
3669,2020,20.45,8.48,27.84,23.6,52.85,2.848172394552156,4679185,31.62
3672,2020,2.91,0.52,4.57,3.25,29.53,-15.08527245378651,756184,48.21
3673,2020,1.94,2.54,2.83,0.83,4.25,-11.844165663105894,83621028,55.99
3675,2020,4.0,2.1,8.62,8.68,26.54,25.85261930276393,2560968,60.46
3679,2020,9.0,11.57,17.17,22.23,32.03,-7.598388623561339,8617493,48.28
3680,2020,9.4,6.18,20.93,3.9,32.01,-117.23955155687943,6230102,54.88
3684,2020,5.78,2.03,9.65,13.96,35.4,4.354968485986321,874571,42.3
3685,2020,0.73,0.1,0.74,-1.56,16.05,-59.25180224606448,2319913,40.93
3686,2020,-12.7,-1.33,-17.53,-60.42,-20.92,88.86885836966141,1085525,27.64
3687,2020,3.78,1.49,11.72,14.77,40.35,10.881459534154144,4424390,69.15
3689,2020,2.05,1.37,3.48,1.38,18.12,-24.03236748290199,5645244,52.68
3691,2020,1.37,3.18,1.22,2.58,11.94,-5.486427234270652,13202543,56.14
3693,2020,3.17,2.14,5.23,4.77,24.73,2.849111282264904,2905283,44.56
3694,2020,5.89,2.02,17.69,3.32,12.21,0.15775891021146468,5931379,69.11
3701,2020,0.33,-0.21,-0.35,-0.79,12.63,-4.392711468474149,7688189,52.34
3702,2020,4.2,4.77,12.62,1.65,3.78,5.219018607067232,233977113,71.79
3703,2020,2.76,1.87,6.21,8.12,15.18,17.15759338362265,67155090,59.91
3704,2020,4.84,1.91,10.69,5.81,25.98,-3.873078431051656,19589165,57.6
3705,2020,6.55,2.97,12.02,11.89,45.54,-15.180717125790244,12611892,47.86
3706,2020,5.13,2.45,6.93,0.18,11.24,6.7233931017479325,57171735,25.21
3707,2020,-5.11,-1.64,-10.32,-8.28,-0.15,8.625867723961694,8573024,44.5
3708,2020,7.14,6.82,12.15,7.95,17.67,-4.526320904610373,12219232,47.5
3709,2020,4.08,2.67,16.75,1.71,5.4,0.3739090044603483,4894889,73.91
3710,2020,0.0,-0.78,-7.3,0.42,17.98,0.17403255156967792,9190156,74.06
3711,2020,5.62,6.47,13.05,7.31,16.35,8.95544758467443,583666832,59.86
3712,2020,1.3,0.34,2.39,-3.13,12.54,-30.90580683132032,22807009,64.15
3713,2020,0.66,0.07,0.77,1.93,24.37,81.9169401380559,740566,32.54
4102,2020,3.84,0.73,5.58,6.35,29.13,7.139080269274175,953561,39.99
4104,2020,4.88,4.06,7.35,7.93,19.57,4.485645933014354,14004632,31.6
4105,2020,10.51,3.72,15.98,22.68,61.7,6.262642050296343,9360809,35.07
4106,2020,3.72,1.04,5.1,4.94,42.3,7.651234305959085,3046409,30.86
4107,2020,15.06,7.05,18.97,31.15,43.73,-12.182660158007758,3563757,25.24
4108,2020,-6.42,-0.54,-6.87,-185.64,49.56,5.608535549051081,1809597,5.94
4109,2020,-3.48,-0.46,-4.08,-17.88,15.43,-351.2281969243472,989415,8.23
4111,2020,3.94,1.04,5.51,7.71,32.97,-0.4613008352278139,1486718,27.64
4113,2020,-0.53,-0.5,-3.05,-19.88,20.63,706.1761008066225,11856641,71.18
4114,2020,5.41,2.46,8.82,3.71,37.29,9.135197134702448,10377467,42.62
4116,2020,5.01,1.39,7.57,6.94,39.38,9.434437063441067,1794920,37.76
4119,2020,8.33,4.53,10.6,39.1,47.39,-57.36835448882537,4569938,27.3
4120,2020,1.63,2.3,2.77,2.19,44.99,7.017073896076477,8159639,52.14
4121,2020,5.33,1.84,10.28,4.02,33.54,-15.569836259617281,3356445,50.55
4123,2020,19.53,8.5,27.08,-65.8,48.85,1604.62196845037,27867075,25.95
4126,2020,8.55,4.53,12.73,20.3,31.23,10.763904636642629,3947960,33.79
4127,2020,-7.86,-1.13,-13.13,-11.76,58.45,0.0027239544554815043,624937,41.23
4128,2020,4.39,1.68,4.75,-68.97,39.57,-538.2190058191143,13925538,7.71
4129,2020,2.33,1.24,3.46,3.84,70.11,20.88062697292215,5587202,47.65
4130,2020,2.48,0.37,2.73,8.36,40.85,59.40233554933519,1570828,9.22
4131,2020,-10.35,-0.56,-19.87,-35.81,20.38,-82.37623762376238,285529,50.57
4133,2020,2.87,0.6,3.04,12.63,46.77,-5.680448610646134,1294584,6.45
4137,2020,11.7,12.09,21.83,27.62,85.09,14.086960356308154,8963786,50.82
4138,2020,5.38,3.87,7.96,13.95,31.51,6.248853241068386,2142835,31.72
4139,2020,8.28,1.81,15.66,6.69,19.27,10.227606182271366,1418895,52.77
4142,2020,16.15,3.03,22.9,-1.38,33.33,-40.427596534909625,8473414,21.77
4147,2020,-3.63,-0.73,-5.24,-18.38,44.46,32.09968945526646,5196323,34.26
4148,2020,3.87,1.28,4.1,6.25,22.65,-3.2208031495496274,2614370,9.61
4153,2020,1.45,0.26,1.64,9.57,28.99,-0.7873430382655475,1113227,11.17
4154,2020,-5.34,-1.16,-12.43,-6.34,34.65,1.6216134448696808,522612,50.64
4155,2020,5.38,1.56,7.98,8.49,21.96,23.407523989097974,2535052,31.4
4157,2020,-53.82,-0.56,-64.39,-1312.1,82.77,84.14360508601347,556445,20.53
4160,2020,-3.63,-0.65,-4.7,-4.87,31.88,6.7969369353672455,409135,23.76
4161,2020,-3.66,-1.24,-8.27,-8.7,17.12,4.323924304894809,1473757,50.08
4162,2020,15.4,4.15,16.13,76.68,96.47,-2.9000654828886216,4206911,4.65
4163,2020,7.67,5.11,13.13,16.88,42.13,-14.354293780355897,3463304,46.21
4164,2020,3.74,2.53,6.41,20.08,32.51,44.9641908401085,11543821,48.02
4166,2020,-10.1,-1.01,-15.56,-40.47,18.24,-68.5622635045703,1743812,30.19
4167,2020,6.1,0.88,9.05,12.62,30.57,-3.737473854261094,4836699,31.15
4168,2020,-11.06,-1.83,-11.46,-47476.5,27.72,5062.58064516129,1574044,2.19
4171,2020,26.66,6.34,36.36,41.47,74.14,-10.685881026872716,1240506,30.85
4173,2020,1.36,0.72,3.11,3.86,17.34,5.580342410602321,3947810,54.89
4174,2020,-25.14,-6.94,-27.69,-1040.47,95.41,-22.889568987503186,5339850,9.4
4175,2020,2.45,3.5,10.05,2.56,30.78,5.602362955278645,5477894,80.03
4183,2020,6.2,1.33,10.51,9.25,28.21,1.9741303315928664,546970,43.48
4188,2020,-6.18,-0.67,-6.98,-87.99,66.21,28.18168190676061,656547,9.36
4190,2020,4.44,4.41,12.59,14.53,75.88,6.206038411419274,7030077,70.52
4192,2020,-47.23,-3.83,-68.04,-2966.74,46.42,58.2274011299435,913991,38.67
4198,2020,-38.67,-1.87,-136.95,-132.58,-23.09,20.490822027134875,288125,76.47
4205,2020,17.66,4.21,21.5,24.86,41.12,-0.31260115825463175,1986210,17.96
4207,2020,4.65,0.92,8.02,7.73,14.81,-36.505408174297145,5189009,47.68
4303,2020,-2.24,-0.41,-3.04,2.85,14.38,-0.19772268341934035,1180755,25.54
4304,2020,-5.85,-1.14,-30.7,-7.73,11.86,-214.45195842599736,620657,81.64
4305,2020,9.74,2.08,11.21,16.15,23.42,0.6903963265704888,1164807,12.5
4306,2020,3.22,1.51,7.97,5.11,16.48,-17.34185266305191,29815825,66.54
4401,2020,1.8,0.7,3.34,2.37,8.0,-10.365979503176382,6056268,57.87
4402,2020,-8.15,-1.09,-14.45,-32.09,1.55,-21.421516336770573,571345,43.68
4406,2020,-5.71,-0.94,-8.1,-10.16,-3.37,-0.599834813132356,790230,29.77
4413,2020,-8.12,-0.89,-9.24,-4.43,7.9,1.1962502761791534,317490,9.28
4414,2020,0.58,-0.16,-1.01,1.3,17.76,5.235658690355409,21839702,50.58
4416,2020,-0.16,-1.95,-8.57,1.19,34.94,-4289.076956807718,10819016,89.1
4417,2020,9.92,3.76,14.77,13.37,27.05,4.780948185640888,4222006,32.41
4419,2020,-38.73,-1.33,-44.37,-1198.78,6.98,-10464.427860696518,150566,19.91
4420,2020,-0.2,-0.46,-1.45,0.13,7.07,13.00600465667252,2617315,52.59
4426,2020,-1.9,-0.63,-3.37,-12.9,3.84,-0.12022190356175495,4961439,37.22
4430,2020,-0.04,-0.24,-0.67,-0.19,22.55,-78.4029994528751,3950138,50.81
4432,2020,-0.57,-0.18,-0.74,-0.99,12.51,0.13313472971013537,1512465,21.09
4433,2020,11.87,7.82,18.51,4.48,23.29,-110.6131784305699,4236464,40.78
4438,2020,4.9,5.2,7.0,2.3,10.55,-8.830507931127672,12870003,36.65
4439,2020,10.49,13.25,17.5,10.3,21.7,11.853732649902307,4015795,39.89
4440,2020,7.08,2.85,13.71,13.32,17.84,14.364919219050135,1871298,50.59
4441,2020,13.39,5.51,21.55,7.91,18.52,-2.0839011931944325,3036814,38.07
4442,2020,,3.43,,9.89,25.7,0.0,662981,48.5
4502,2020,-3.95,-2.4,-19.25,-7.08,9.28,-23.240282206870585,2375432,75.77
4503,2020,-1.68,-0.3,-2.43,-11.28,11.09,32.09626565618582,627052,23.31
4506,2020,9.75,4.1,16.67,18.99,29.97,1.8283514649500274,7713076,42.22
4510,2020,0.27,-0.11,-0.56,-3.23,13.98,10.959534777252234,4273256,51.76
4513,2020,-0.75,-0.51,-4.81,-3.4,22.93,1.5861164089870012,2319175,66.26
4523,2020,-16.51,-4.74,-27.43,-40.86,5.27,-19.36504384901767,1602059,40.76
4526,2020,-1.88,-1.36,-6.93,-8.62,14.24,-2.995966257872744,16009065,65.89
4527,2020,8.09,2.72,14.04,9.25,26.2,-2.755707692777897,2731235,43.75
4528,2020,6.23,3.05,11.4,12.31,26.47,-0.8077905253988698,3974788,47.13
4529,2020,-24.25,-3.15,-36.72,-1960.62,53.73,-2170.5795884082318,879809,32.47
4530,2020,-6.88,-0.49,-7.63,-38.06,43.56,655.4699886749717,318686,9.57
4532,2020,3.02,1.41,7.33,4.24,11.91,-1.7428364832047467,29420708,65.06
4533,2020,0.67,0.1,0.65,-5.19,21.47,-29.68383330616225,5915032,59.86
4534,2020,-3.36,-0.72,-6.74,-4.18,9.6,3.678786941049048,1650926,45.78
4535,2020,5.02,1.36,5.85,8.13,15.94,-2.057620399224998,2887974,15.53
4536,2020,8.24,7.48,14.38,19.54,34.54,-2.5339613442295907,10191612,45.15
4538,2020,3.27,0.49,3.58,5.28,18.37,16.281484494588895,751322,7.94
4540,2020,2.01,0.96,2.97,6.78,21.88,6.184795279731689,6116737,49.99
4541,2020,-1.37,-1.13,-4.55,-17.35,2.89,138.05832969052983,4067997,60.27
4542,2020,2.08,0.67,3.37,4.8,28.7,2.1341463414634148,1033077,45.64
4543,2020,0.7,0.19,0.71,3.68,19.13,-19.77007685799317,2163498,31.69
4545,2020,1.33,0.39,1.76,5.94,22.66,-10.301892555559178,3130949,45.67
4549,2020,12.84,5.49,16.54,25.67,58.22,-3.1733587964941092,1920051,26.18
4550,2020,4.98,2.27,10.5,6.06,12.33,11.629827384778519,1788996,53.47
4551,2020,6.74,6.27,14.61,16.43,27.0,-20.354553764781222,12170450,50.04
4552,2020,3.87,2.22,5.02,9.07,20.65,-4.6764841246808375,6845401,23.94
4554,2020,1.04,0.24,1.31,1.32,35.71,1.5612981849783736,567308,31.23
4555,2020,3.71,2.04,5.46,10.4,34.32,-18.23170079832528,4698229,43.07
4556,2020,1.82,0.5,2.63,5.64,40.18,-235.3787002322567,1666947,52.97
4557,2020,6.49,3.61,9.06,13.33,31.5,-0.9744222541143018,2284270,33.24
4558,2020,6.68,2.03,15.78,8.15,12.84,-22.426898076666475,1492214,59.85
4560,2020,3.44,1.12,4.68,9.98,36.24,-7.1308577898707135,2618205,40.58
4561,2020,4.8,1.46,8.88,10.28,18.94,2.735361034242893,2207172,54.93
4562,2020,-4.69,-2.23,-14.78,-20.24,23.05,-15.13697614184818,2746009,65.14
4563,2020,-7.65,-6.7,-26.54,-10.99,14.88,-35.033133469596144,3740169,64.66
4564,2020,4.19,1.65,6.74,19.37,27.25,15.92222404282047,7890838,44.34
4566,2020,2.22,1.49,4.57,4.38,21.15,-16.64168053464891,5223813,58.04
4568,2020,9.06,4.93,13.91,16.82,37.2,-2.3808957425171426,1675050,36.27
4569,2020,,4.98,,11.94,21.34,0.0,2343424,9.37
4571,2020,11.82,6.0,16.51,16.78,32.26,-0.7191871111066289,2629038,31.73
4572,2020,1.53,0.92,1.71,13.56,29.98,61.70180823380262,2099739,12.16
4576,2020,2.98,1.14,4.41,7.68,34.25,3.519600004364042,5453170,34.7
4577,2020,5.16,2.09,8.47,10.93,33.57,0.16846444134166627,2029855,47.2
4580,2020,11.39,7.55,21.24,17.88,31.79,-0.9948285056696979,2714993,41.8
4581,2020,5.66,2.06,8.47,9.13,23.36,1.4775226513323132,1329334,34.27
4583,2020,7.89,9.6,9.64,30.05,47.05,-15.127502545591481,9438813,22.6
4584,2020,7.04,4.29,17.65,13.24,32.78,-3.634811063870444,1503823,62.16
4585,2020,-7.34,-1.51,-12.89,-9.79,37.73,-67.76107701593082,1336159,35.46
4588,2020,0.45,0.02,0.29,1.73,34.66,0.0,414255,22.46
4609,2020,-5.57,-1.06,-21.53,-21.5,14.51,3.1765882941470736,814808,74.72
4702,2020,3.42,0.6,4.54,-4.06,8.55,-19.53259654787036,1391903,30.45
4706,2020,5.68,1.22,6.64,7.15,19.26,-2.438894420215675,1762217,15.86
4707,2020,3.42,0.82,4.86,2.87,9.98,15.390545933063619,8656280,34.92
4711,2020,4.14,0.91,5.03,5.33,14.77,0.8696921504905463,1367529,18.63
4714,2020,-0.07,0.54,-0.41,-7.18,23.71,4.392405727172602,2082183,33.27
4716,2020,1.56,0.26,2.12,-1.89,21.25,-47.43728647694606,1591375,46.67
4720,2020,3.83,0.78,8.19,4.33,22.3,3.3245257889196793,3055987,58.14
4721,2020,7.1,1.64,10.29,6.78,11.79,-6.396454693413338,1576714,26.14
4722,2020,8.61,2.83,11.15,8.88,19.88,-0.7688273450798178,3285117,22.7
4726,2020,2.0,0.24,2.68,5.32,28.04,26.899485389437295,1752553,30.86
4728,2020,19.51,4.37,29.46,38.83,81.93,-5.503101819059258,1364107,34.84
4729,2020,-3.03,-1.1,-9.02,-15.47,8.65,-140.57537061500074,3326792,61.27
4735,2020,29.21,14.66,72.49,25.55,36.17,21.55135199895027,2532913,64.1
4736,2020,18.65,17.08,28.34,33.57,49.99,0.5578271028037384,9168798,27.79
4737,2020,1.82,1.06,3.09,1.27,44.9,20.71726030854655,4485052,53.83
4739,2020,2.55,1.73,4.13,4.09,9.0,-8.366575074221466,7217549,44.99
4741,2020,2.63,0.91,3.17,4.58,26.31,6.130792245996028,1118225,19.43
4743,2020,-2.21,-0.68,-2.49,-1618.01,73.83,-113432.62560437249,15384205,10.56
4744,2020,4.03,1.52,7.56,10.21,44.01,10.966111909508136,1875524,53.62
4745,2020,4.41,1.61,6.17,7.16,21.68,6.517630109407035,5379492,36.22
4746,2020,3.55,3.78,6.76,0.91,30.73,-78.36519477186124,10285771,48.61
4747,2020,6.26,2.12,7.45,17.93,45.32,-0.7357775457322969,1098526,21.88
4749,2020,0.75,0.21,1.05,-0.56,25.73,-39.47151358039239,2587767,45.35
4754,2020,8.12,2.52,15.97,14.51,37.73,0.9779246179860207,682767,48.37
4755,2020,8.43,4.36,11.5,12.33,22.55,-55.673459649767935,5384424,29.56
4760,2020,14.66,4.74,25.41,13.61,21.09,3.6415651227595762,1127150,46.77
4763,2020,18.62,10.07,34.19,21.21,33.51,3.517360385014059,3109067,48.27
4764,2020,1.71,0.81,2.74,3.41,16.83,-13.08312298549123,4519023,50.9
4766,2020,6.96,10.12,11.65,9.66,28.1,-2.461182815031086,19346442,42.13
4767,2020,5.66,2.31,9.42,8.49,26.87,-5.564557101075151,1349560,41.51
4768,2020,10.02,1.73,16.06,20.36,38.09,5.976104531487724,908905,41.94
4770,2020,12.04,7.65,19.39,25.38,37.2,-17.92896617890636,4729849,39.63
4771,2020,8.44,2.94,13.0,17.4,33.76,-44.53990897510003,2187474,40.88
4772,2020,-4.54,-0.32,-6.52,-19.02,-4.28,0.0,1760518,21.48
4804,2020,-0.34,0.21,-6.04,-3.47,25.02,6.123340387236702,1461200,65.13
4806,2020,-15.48,-2.77,-32.9,-73.79,-25.85,-40365.277777777774,682293,57.5
4807,2020,5.37,2.31,9.16,6.51,22.75,-54.56911108118467,1930825,43.84
4903,2020,-15.97,-1.82,-24.45,-16.3,12.03,-3.627258745839016,1028107,32.95
4904,2020,5.85,2.56,12.16,13.88,32.62,-60.95068964052194,173429320,60.65
4905,2020,1.08,0.93,1.12,-61.19,28.91,372.0442486735409,2886176,1.71
4906,2020,8.59,3.86,15.58,2.35,11.37,-2.303450470946471,18656376,49.7
4907,2020,1.97,1.2,7.3,11.02,24.94,-0.642436558649244,7807275,75.21
4908,2020,7.39,1.55,8.05,21.46,41.18,3.5949987983805864,1659118,7.88
4909,2020,0.54,0.16,0.59,-5.66,8.66,-1.1520137261209922,2886905,12.63
4911,2020,-1.98,-0.26,-2.01,-54.81,42.56,-1.4172213871591153,711726,1.18
4912,2020,7.7,9.57,19.94,12.52,23.4,16.492883280627872,6391719,59.44
4915,2020,4.16,4.3,12.96,3.37,11.89,-3.0403513333958454,47307082,67.23
4916,2020,-2.61,-1.78,-7.16,-3.3,19.46,6.768994596111429,3038600,60.21
4919,2020,2.71,1.81,5.63,1.56,37.29,-8.479915778295888,32322701,64.36
4923,2020,2.63,0.59,3.38,3.59,18.47,-0.3544572699950513,603267,27.93
4924,2020,7.12,0.94,11.76,5.45,26.98,4.841444623470558,535251,41.35
4927,2020,9.12,6.31,15.94,10.09,21.19,-25.416710513514424,15268362,49.82
4930,2020,5.15,2.23,10.67,8.66,18.47,-27.205193591808918,14966601,59.38
4931,2020,4.61,1.02,6.44,4.95,17.57,1.3680692123935163,1359535,28.86
4933,2020,5.19,2.53,6.48,9.74,21.71,0.9394249534355948,4162924,24.43
4934,2020,0.44,0.01,-0.3,-0.23,10.28,47.479763281409426,3943027,54.9
4935,2020,12.33,10.35,20.19,14.06,21.18,1.247792485956864,12439047,41.76
4938,2020,3.8,7.73,11.43,1.36,3.54,0.1884866163968349,684346609,70.93
4939,2020,6.33,1.61,10.64,12.02,26.91,-15.639096276777437,2877788,45.35
4942,2020,6.78,4.76,9.26,12.43,23.55,-1.824744032212378,10249628,26.89
4943,2020,-0.91,-0.93,-3.52,-0.9,24.89,32.309984341134204,9804741,46.55
4946,2020,-27.18,-4.9,-58.19,-66.99,22.6,-348.62910798122067,221333,54.61
4949,2020,5.92,1.7,10.37,3.62,23.98,5.267669832088677,1456814,46.8
4950,2020,-27.08,-4.18,-46.31,-55.74,-7.01,-184.9616097431824,386876,18.37
4951,2020,7.55,1.9,8.71,19.82,65.87,-6.370028060878545,663773,15.01
4952,2020,10.21,2.59,13.67,11.15,34.12,0.11737046727438753,2870648,26.52
4953,2020,13.44,7.06,20.97,9.5,25.75,0.1347953677226638,3644177,35.92
4956,2020,0.77,0.16,0.89,1.09,14.83,1.4785937827616467,2619651,30.18
4958,2020,7.4,8.9,11.84,10.77,20.25,14.073858960626639,181120487,42.56
4960,2020,-0.26,-0.13,-0.95,-2.85,3.25,-2.5183026815927314,14571675,33.97
4961,2020,9.71,4.07,14.43,7.29,21.89,-36.015723817669034,9269684,32.29
4966,2020,23.11,44.86,29.28,24.11,44.06,25.33015204551068,16568577,23.45
4967,2020,5.0,2.06,11.11,2.53,8.47,-38.76716933096225,3716377,60.19
4968,2020,28.69,13.82,48.75,18.84,35.49,0.6666223228163145,3661208,40.31
4971,2020,4.39,1.84,4.61,6.83,30.85,4.385940700094398,1478450,5.37
4972,2020,5.78,2.08,6.95,10.72,36.46,-6.197044810007846,1373748,17.44
4973,2020,2.95,1.15,4.02,1.13,12.56,1.6832353170275742,2528807,28.53
4974,2020,10.89,5.16,15.18,13.33,17.72,0.021310225190137085,3662919,31.03
4976,2020,-2.31,-0.5,-3.47,-5.06,4.02,-2.0856247576695126,2346310,31.37
4977,2020,17.36,8.02,21.98,13.68,23.06,1.3152682124106467,3286730,18.8
4979,2020,-3.61,-0.75,-6.55,-14.45,4.02,-3.63295175891353,2170491,35.94
4987,2020,7.85,3.76,10.59,13.68,38.5,1.042333301561798,1218892,25.95
4989,2020,1.45,0.22,1.66,2.45,6.58,-0.24275011063163632,2487496,17.92
4991,2020,-2.85,-1.28,-3.23,12.66,41.42,-25.137113908451212,3898075,9.52
4994,2020,18.36,3.91,26.74,17.22,53.13,1.3233718472186025,2574757,30.67
4995,2020,5.52,1.66,8.14,8.22,31.49,1.7771033259269244,1220958,33.64
4999,2020,10.18,5.66,12.31,22.28,33.36,-4.111003313620224,4417896,19.89
5007,2020,7.92,2.04,9.49,12.96,20.12,0.696342454062169,7720904,16.1
5009,2020,1.87,0.5,2.94,1.71,14.28,4.606426303336295,20501333,57.21
5011,2020,-3.04,-1.66,-11.3,-3.24,3.33,-33.42160053917273,2115932,68.82
5013,2020,5.05,1.58,9.1,7.49,13.29,3.0822165543859485,7150389,49.36
5014,2020,4.18,1.06,8.91,0.73,4.29,-0.7968053389470899,6330218,67.61
5015,2020,6.19,1.94,10.18,7.75,16.49,0.367986572703683,1923772,41.17
5016,2020,6.11,3.15,11.61,8.48,13.28,9.660443573499581,2613153,46.74
5201,2020,18.05,3.1,24.79,27.64,58.19,1.7998033525983836,582189,26.68
5202,2020,-2.11,-0.55,-2.46,-34.33,53.63,89.22232154258715,802490,14.2
5203,2020,3.55,2.26,4.71,14.47,82.76,75.11679595671968,5132942,25.65
5205,2020,-36.95,-0.58,-209.88,-45.97,9.57,2.601690438457475,30519,92.62
