coid,year_q,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
3051,2024Q1,2.57,0.59,3.95,19.6,39.01,13.245047083362998,4004687,36.45
3052,2024Q1,0.71,0.28,1.67,7.08,13.53,-2.252474999175836,9870161,65.4
3054,2024Q1,-1.1,-0.11,-1.19,-13.08,22.38,6.659058487874465,807607,6.38
3055,2024Q1,-3.2,-0.9,-4.44,-13.78,21.21,37.445753532745144,3264512,25.41
3056,2024Q1,-0.19,-0.14,-0.7,-240.3,35.97,656.9534020158026,23355281,71.28
3057,2024Q1,-0.46,-0.07,-0.92,-10.92,40.16,-0.8538548090755009,1164042,36.77
3058,2024Q1,-2.1,-0.64,-5.69,-7.54,14.78,-84.64745377814825,4853245,55.57
3059,2024Q1,0.74,0.28,1.1,5.02,30.35,16.87229113874995,14920193,38.02
3060,2024Q1,0.39,0.11,0.54,-2.07,12.59,4.7755625540022315,4296607,40.11
3062,2024Q1,0.1,0.0,-0.03,-19.02,-0.16,-10.238288510412321,6998528,31.57
3064,2024Q1,4.0,1.01,11.46,23.66,95.64,-150.37004534152405,372674,67.44
3066,2024Q1,-1.36,-0.23,-2.01,-42.02,23.39,12.270212884841035,1510091,27.87
3067,2024Q1,-0.49,-0.09,-0.66,-13.92,53.88,1.0185386454678136,309102,13.58
3071,2024Q1,0.8,0.06,1.36,3.83,29.51,-7.079358650897462,3802776,49.29
3073,2024Q1,-0.59,-0.26,-2.07,-83.71,39.52,82.46115173674589,1356640,67.7
3078,2024Q1,3.12,1.49,5.4,11.55,21.81,45.3322515010423,11025142,45.77
3081,2024Q1,-0.9,-0.44,-1.05,-20.57,6.15,17.547742291938675,4304303,12.58
3083,2024Q1,2.98,0.5,3.21,5.18,77.31,24.38958537704859,1495209,7.21
3085,2024Q1,-4.29,-0.31,-8.06,-48.86,32.42,-7.962176973083329,194222,44.01
3086,2024Q1,5.15,0.8,5.62,22.29,57.07,65.23006169888214,373192,8.7
3088,2024Q1,2.21,1.45,3.62,11.71,38.36,16.76183338939725,6918513,42.6
3090,2024Q1,2.96,1.24,4.33,10.16,17.35,33.065148662258615,9703924,38.76
3092,2024Q1,-0.01,-0.09,-0.44,-3.73,11.08,-2.5105913837481717,5332702,59.66
3093,2024Q1,1.45,0.16,2.21,13.18,47.62,121.70090516681344,1520094,38.9
3094,2024Q1,0.17,0.02,0.18,-24.61,70.46,118.38099880836313,1153479,14.24
3095,2024Q1,1.34,0.76,9.69,5.79,22.22,5.421434705696691,866996,90.34
3105,2024Q1,0.64,0.96,0.74,4.13,22.39,46.19301589388261,64745111,43.49
3114,2024Q1,1.66,0.61,2.52,2.59,9.28,-4.004306216308211,2548355,36.73
3115,2024Q1,-2.68,-0.13,-2.87,-4090.77,2.56,961.025641025641,216707,8.29
3118,2024Q1,2.32,0.59,3.43,12.89,33.53,-3.5454785189673843,838245,32.16
3122,2024Q1,-2.22,-0.41,-3.65,-21.83,28.37,58.63247647637547,721143,37.97
3128,2024Q1,0.7,0.18,1.05,3.08,28.28,-21.11403351048928,1330593,50.55
3130,2024Q1,2.57,2.72,5.29,18.22,86.32,0.10999536206954762,3539075,50.58
3131,2024Q1,2.16,5.99,4.55,19.34,43.23,17.95316304750834,8340199,54.12
3135,2024Q1,3.45,1.09,5.86,4.06,6.52,4.565360619948134,1945672,42.44
3138,2024Q1,0.55,0.33,0.84,2.37,38.09,77.44147616986407,3421931,41.21
3141,2024Q1,0.89,0.5,1.17,-1.85,38.16,3.4798019995325156,3411647,28.68
3147,2024Q1,2.78,2.03,6.51,5.31,15.86,18.608997569565002,2896043,59.94
3149,2024Q1,0.08,-0.05,-0.55,-9.29,4.84,15.53242865550472,4082914,66.35
3152,2024Q1,2.8,1.76,3.32,30.18,48.17,30.242605681916995,4460650,16.82
3158,2024Q1,2.49,0.8,3.58,11.13,64.16,24.485816402744987,848896,29.51
3162,2024Q1,-1.0,-0.64,-3.11,-10.47,5.56,-96.49005923846988,6312494,58.3
3163,2024Q1,3.82,1.68,5.29,4.74,18.0,47.94424198250729,3517318,29.09
3164,2024Q1,1.96,0.4,2.24,25.95,68.05,-0.1340010479569135,1721891,15.68
3167,2024Q1,-0.28,-0.19,-0.76,-14.42,16.76,-6.951413075366528,4206371,49.41
3168,2024Q1,1.7,0.69,2.5,9.35,24.08,-21.28743675889787,3991474,35.62
3169,2024Q1,2.53,0.79,2.8,22.96,50.14,-11.793410738609998,2008655,9.49
3171,2024Q1,1.62,0.37,2.42,7.96,28.45,38.723003419419236,1547777,37.78
3176,2024Q1,-1.34,-0.54,-2.52,-55.44,54.95,85.0288083528307,8370593,41.18
3178,2024Q1,0.62,0.32,1.14,0.42,15.64,20.891777740116375,2836251,54.32
3188,2024Q1,2.24,0.84,6.03,31.23,41.24,46.803992288549814,7116971,64.43
3189,2024Q1,0.59,0.05,1.01,4.59,27.02,11.863618011250168,79048783,51.05
3191,2024Q1,-1.34,-0.17,-3.01,-32.54,7.86,3.7579649791781646,456809,47.64
3205,2024Q1,-1.56,-0.29,-1.95,-13.2,15.2,1.4217240112439231,619537,18.37
3206,2024Q1,2.38,1.21,4.55,7.98,21.94,-12.319065827269425,3296519,47.46
3207,2024Q1,0.04,0.05,-0.08,-0.06,18.17,-153.50292198795938,2674757,44.05
3209,2024Q1,1.04,0.51,2.5,2.58,5.06,9.433661002081257,20495123,76.79
3211,2024Q1,1.32,1.37,2.52,5.41,11.07,24.78175528459508,15865530,49.07
3213,2024Q1,4.37,2.66,5.93,23.79,34.35,-7.78093686300638,3828626,26.01
3217,2024Q1,3.71,2.22,4.56,23.84,45.99,-1.2403034881795252,5443886,18.17
3218,2024Q1,5.74,3.59,9.41,34.35,61.71,65.0011202599003,5382640,44.23
3219,2024Q1,-2.63,-0.53,-3.66,-57.09,51.42,1.083790606189185,2049884,27.48
3221,2024Q1,1.37,0.43,1.85,6.52,26.34,2.8454502593116455,3038247,26.54
3224,2024Q1,-1.15,-0.37,-1.45,-18.71,9.68,-4.5954412156758195,3276537,17.18
3226,2024Q1,4.8,1.8,7.21,17.49,26.6,11.397224808826433,2507750,34.06
3227,2024Q1,2.34,2.02,2.97,13.23,57.21,29.804949000636423,12767240,23.95
3228,2024Q1,1.18,0.12,1.39,4.54,78.57,7.200503378655651,721014,18.66
3229,2024Q1,0.38,0.04,0.44,-3.16,5.45,-0.06013110552516141,863365,28.07
3230,2024Q1,-1.12,-0.26,-3.09,-28.57,1.35,18.03544671063306,1399637,58.15
3231,2024Q1,1.72,1.24,4.6,2.95,7.2,-1.1821616103808834,461997398,69.48
3232,2024Q1,0.8,0.16,1.06,0.79,8.91,0.2716158152569725,1379123,48.72
3234,2024Q1,-6.0,-0.83,-10.12,-64.3,-9.78,-318.977314133794,1613760,33.5
3236,2024Q1,-0.37,-0.15,-1.03,-7.57,16.9,-5.244697672005648,3190053,53.08
3252,2024Q1,0.48,0.13,0.37,15.6,37.39,-161.91365313653137,3865483,48.1
3257,2024Q1,3.29,0.78,3.99,22.7,50.32,209.94700869284947,1932861,23.33
3259,2024Q1,-13.14,-1.11,-16.07,-153.73,-33.71,-57.23832318301382,452132,19.77
3260,2024Q1,2.62,3.62,6.53,14.21,26.43,-9.795414685443289,50396715,66.49
3264,2024Q1,1.78,1.15,3.05,20.23,29.07,7.025780045452793,33003018,44.73
3265,2024Q1,3.27,1.86,4.34,21.42,28.12,74.40327301689773,8066354,29.38
3266,2024Q1,1.2,0.44,2.55,14.97,26.25,0.9597239297986653,12961338,52.24
3268,2024Q1,1.34,0.34,2.18,-3.14,7.17,45.959036682734364,939929,41.56
3272,2024Q1,-1.24,-1.09,-4.17,-6.85,9.79,-38.65343849255915,4591042,64.12
3276,2024Q1,-1.12,-0.12,-2.15,-9.41,-1.8,-3.529237050000437,1714187,45.48
3284,2024Q1,2.26,0.5,3.73,19.2,30.68,58.15719068229889,2132151,44.23
3285,2024Q1,1.64,0.31,2.21,2.05,22.62,-4.662098026413251,868930,26.5
3287,2024Q1,5.77,1.07,8.65,5.33,29.6,-5.454336369908903,990420,32.15
3288,2024Q1,-3.27,-0.47,-7.22,-43.08,49.56,10.837369270723661,199645,52.11
3289,2024Q1,1.73,1.8,3.55,8.81,26.41,13.380442386177021,7576798,54.89
3290,2024Q1,1.62,0.42,2.56,9.8,28.92,39.32258395918012,3475583,42.11
3293,2024Q1,11.55,14.45,19.06,53.11,96.94,117.61537752572558,18807956,51.2
3294,2024Q1,0.26,0.07,0.37,-4.97,12.93,-11.911697733159192,5337917,57.87
3296,2024Q1,0.38,0.04,0.33,-2.51,22.81,12.663990259463286,2126912,44.8
3297,2024Q1,-0.04,-0.03,-0.17,-32.5,24.3,-10.314905888714371,806822,29.67
3303,2024Q1,2.88,0.92,4.5,14.47,35.68,33.84577003415212,3156859,39.58
3305,2024Q1,1.45,0.81,2.22,7.32,14.78,-4.122242151457631,8329577,41.22
3306,2024Q1,0.37,0.24,0.4,1.34,29.8,4.09079232443279,3673825,7.8
3308,2024Q1,0.55,0.13,0.74,-137.99,25.2,284.47462197823364,2094951,50.9
3310,2024Q1,0.65,0.59,1.91,6.06,24.31,-13.016138916004346,6583679,72.21
3311,2024Q1,0.69,0.34,0.86,2.1,13.47,-11.115371962968185,3467670,22.45
3312,2024Q1,1.36,0.58,3.21,1.71,5.34,-1.8058494736763762,7922852,63.58
3313,2024Q1,14.52,1.59,17.13,-109.71,-6.27,1680.2252614641993,1986481,14.45
3317,2024Q1,1.28,0.63,1.56,8.85,26.22,6.061341069563042,3457627,16.59
3321,2024Q1,-2.42,-0.49,-7.46,-12.64,3.39,0.17761862301460526,1697178,63.16
3322,2024Q1,-0.56,-0.19,-1.4,-5.89,15.93,-37.59324983623227,3203464,53.16
3323,2024Q1,-0.69,-0.57,-2.02,-6.05,5.66,0.22867129589329122,5443694,54.69
3324,2024Q1,3.17,4.51,5.55,10.45,24.47,-0.8771239598728083,13222127,41.8
3325,2024Q1,0.85,0.11,1.19,-1.19,11.97,-1.544535371297173,2002767,45.26
3332,2024Q1,1.86,0.82,2.33,9.48,36.61,-8.554980087902111,2170069,19.96
3338,2024Q1,1.78,0.77,3.48,5.41,20.1,-2.5680442111363373,3832356,48.07
3339,2024Q1,0.83,0.16,1.16,1.19,15.63,-161.07793173933297,1111592,22.43
3346,2024Q1,0.5,0.26,0.91,1.12,12.3,2.781873974166845,9130451,63.04
3349,2024Q1,-3.24,-0.5,-6.0,-31.1,13.68,3.867696407422029,581764,43.96
3354,2024Q1,-0.16,-0.04,-0.31,-84.3,9.01,-2.8696390925395674,1179986,24.19
3356,2024Q1,9.0,2.59,11.5,13.29,49.29,73.18822664087176,2758628,26.3
3357,2024Q1,1.37,1.42,2.15,7.82,22.57,32.79655006729349,11412773,41.05
3360,2024Q1,-0.22,-0.17,-1.47,-1.02,4.1,-1.6799523943074521,2243137,59.64
3362,2024Q1,1.97,0.98,4.08,9.46,25.64,5.032755718239977,7667037,54.57
3363,2024Q1,-1.17,-0.29,-1.35,-15.76,7.88,11.755133351704414,2360983,12.73
3372,2024Q1,-1.31,-0.16,-1.5,-26.17,-15.16,-3.523506174432916,2112615,12.19
3373,2024Q1,-1.15,-0.26,-1.22,-26.91,9.24,-6.87100225353395,986450,6.03
3374,2024Q1,3.2,1.2,4.02,25.11,33.06,-2.2442247881366204,10421950,20.55
3376,2024Q1,1.48,1.68,2.0,9.0,17.81,-3.2925935334537275,21884585,27.02
3379,2024Q1,-1.31,-0.47,-2.97,-25.29,27.79,13.054337852992152,1435389,57.76
3380,2024Q1,0.43,0.12,0.61,1.87,19.46,12.228948689239798,24926408,47.87
3388,2024Q1,1.05,0.84,1.44,4.64,16.6,6.31042844586297,6523444,31.86
3390,2024Q1,2.06,0.53,3.04,-5.7,15.33,-7.097293130606727,1853208,34.25
3402,2024Q1,1.7,1.42,5.59,8.04,17.42,8.854358059040718,6881525,73.28
3406,2024Q1,2.67,9.65,5.16,21.44,35.74,37.92031064003619,42979313,50.77
3413,2024Q1,2.79,5.52,4.63,14.51,25.15,29.56928172684634,20160968,40.64
3416,2024Q1,3.18,1.7,4.42,21.69,40.44,-21.59828046673046,4626603,36.37
3419,2024Q1,-1.61,-0.28,-2.65,-15.61,15.87,2.644896865465308,2025247,35.53
3426,2024Q1,1.64,0.61,2.33,10.7,31.84,57.85829666033094,997446,28.62
3430,2024Q1,3.23,1.38,4.59,13.68,27.34,17.366548042704625,1469280,31.51
3432,2024Q1,-1.46,-0.13,-1.84,-105.43,26.37,-23.612040133779264,315775,16.86
3434,2024Q1,3.0,0.56,4.85,5.36,18.18,0.09255134867607027,543425,41.4
3437,2024Q1,-1.69,-0.3,-2.23,-14.84,16.74,1.0623306020004442,3294577,22.35
3438,2024Q1,1.14,0.49,1.29,4.13,42.07,-0.9634085666470668,1964367,11.67
3441,2024Q1,2.15,0.51,2.66,4.68,32.87,-5.377392163861509,990115,20.34
3443,2024Q1,3.07,4.94,6.61,12.4,29.68,0.031351207153277,22139469,53.2
3444,2024Q1,2.2,0.7,2.97,5.56,26.48,61.287666859883906,1409428,28.79
3447,2024Q1,-1.02,-0.35,-2.52,-9.21,7.87,-4.649512148918671,2524461,57.57
3450,2024Q1,1.29,0.31,1.94,6.55,20.0,15.172914877462878,9057979,34.44
3455,2024Q1,0.99,0.7,1.66,-11.6,45.75,101.51894307129203,4364514,45.05
3465,2024Q1,-0.13,-0.09,-0.77,-4.48,14.31,9.63982754493996,1905236,53.6
3466,2024Q1,-1.14,-0.33,-2.41,-39.38,19.5,22.93417579088588,1534564,45.17
3467,2024Q1,0.54,0.11,0.73,1.23,15.08,9.583516064791182,702615,36.62
3479,2024Q1,1.85,1.17,3.0,7.81,26.22,-21.194723488401767,5923132,43.44
3481,2024Q1,-1.09,-0.45,-1.79,-6.28,4.24,2.4572108234997367,350985064,34.76
3483,2024Q1,1.62,1.61,3.34,2.34,18.35,16.010616597392026,8501630,54.85
3484,2024Q1,1.49,0.89,2.37,5.61,26.75,-9.103462552991585,4851833,40.19
3489,2024Q1,-0.14,-0.08,-0.55,-4.13,2.85,0.02146447331548602,4769277,71.32
3490,2024Q1,6.77,1.92,8.14,-40.08,5.44,253.31350413483852,1626507,18.88
3491,2024Q1,2.56,1.23,3.62,17.68,45.26,40.87676249602185,3586589,33.21
3492,2024Q1,1.49,0.37,2.3,5.59,31.96,-3.233182753376868,937402,37.23
3494,2024Q1,-2.6,-0.35,-10.4,-24.45,7.02,40.113505015146785,1885240,71.77
3498,2024Q1,-2.94,-1.54,-4.06,-178.43,23.5,8.017514495785761,3204840,29.29
3499,2024Q1,0.46,0.06,0.6,-14.33,26.58,-4.056150060814354,878955,38.42
3501,2024Q1,2.25,1.6,2.9,12.99,25.23,13.137753992081102,8584319,24.22
3504,2024Q1,-5.07,-2.01,-7.92,-20.24,5.55,-18.665488368771534,4219968,33.78
3508,2024Q1,-1.14,-0.36,-5.35,-48.7,-1.64,-3.1838223106248966,2913113,76.32
3511,2024Q1,-2.4,-0.59,-3.04,-17.74,7.08,1.2837862758282195,2536051,19.95
3512,2024Q1,1.33,0.74,3.24,16.01,24.79,17.429917224987797,4804864,58.95
3515,2024Q1,2.35,2.53,3.97,6.06,20.43,14.429502424685356,15166529,43.51
3516,2024Q1,0.31,0.08,0.34,-2.04,14.47,-1.4972625712101408,2380668,39.39
3518,2024Q1,-3.0,-0.57,-3.87,-41.07,23.44,-18.73703335420273,1505548,20.44
3520,2024Q1,0.53,0.08,0.72,-0.38,14.85,0.47243187186725816,1392175,42.33
3521,2024Q1,-3.97,-0.62,-7.91,-47.66,-2.63,67.36247947454844,1144438,47.93
3522,2024Q1,1.26,0.28,2.85,7.29,54.65,29.086680983939182,2093914,63.04
3523,2024Q1,-1.49,-0.49,-5.87,-35.63,-2.42,162.13259096206139,1770737,70.03
3526,2024Q1,3.73,3.06,6.44,30.44,53.16,-80.19991192857714,5590369,46.13
3527,2024Q1,0.21,0.13,0.24,-2.38,38.86,22.1422333876789,2962060,18.66
3528,2024Q1,1.02,0.83,3.08,6.59,13.12,9.31815385412417,6387283,72.38
3529,2024Q1,10.54,5.77,12.95,52.4,100.0,6.624861104882631,4275736,18.59
3530,2024Q1,-0.39,-0.18,-0.58,-17.19,6.11,2.268795127915292,2984296,20.22
3531,2024Q1,2.2,0.95,3.02,2.52,18.42,22.96344163226231,2597509,27.75
3532,2024Q1,0.81,0.99,1.56,12.68,20.36,86.48434799917212,48546047,50.8
3533,2024Q1,5.34,18.57,6.8,31.97,51.31,-14.049354772240493,41540884,21.57
3535,2024Q1,-0.54,-0.13,-0.91,-45.08,76.33,41.86871469899435,1656450,33.94
3537,2024Q1,4.27,1.56,7.32,9.04,16.89,16.41265043910075,1959180,42.1
3540,2024Q1,0.11,0.09,-0.1,-2.7,30.03,-55.9070531441888,4884051,61.18
3541,2024Q1,0.24,0.04,0.29,-11.7,29.44,224.2497373725902,2232833,65.81
3543,2024Q1,-0.57,-0.23,-0.88,-3.25,14.68,1.3550709852369136,4433078,31.52
3545,2024Q1,0.65,0.54,1.18,0.22,22.24,-9.491616535894606,19197950,49.72
3546,2024Q1,4.15,1.75,5.63,19.41,98.08,-93.11837990715816,2358552,31.5
3548,2024Q1,1.63,2.5,3.03,6.84,16.88,-39.887849241397404,10798105,47.64
3550,2024Q1,-0.16,-0.19,-1.11,-5.32,13.63,-115.79165956721758,4305858,62.92
3551,2024Q1,1.77,1.47,2.31,15.36,34.73,2.0293117337170252,4799634,24.53
3552,2024Q1,0.81,0.88,1.74,2.69,23.85,1.8471202879952322,10341550,58.38
3555,2024Q1,-3.64,-0.49,-8.15,-32.86,18.44,27.58162288631288,342849,53.6
3556,2024Q1,3.75,0.9,4.79,18.28,51.79,26.852414183678412,1502786,23.46
3557,2024Q1,5.94,3.62,12.05,18.48,38.52,4.473763449690385,5425965,54.46
3558,2024Q1,0.68,1.05,1.47,0.73,12.85,1.7516744487365117,10823153,54.4
3563,2024Q1,0.53,0.5,0.6,-7.54,54.05,139.44846813313302,5779289,15.89
3564,2024Q1,0.4,0.1,0.45,2.58,28.27,6.379545707262485,2366811,47.4
3567,2024Q1,2.01,0.42,2.25,16.57,31.88,-0.24630868039462356,718855,10.27
3570,2024Q1,4.19,3.06,6.0,13.67,31.92,30.525036081602934,1256011,33.94
3576,2024Q1,-0.72,-0.17,-2.17,-20.92,-4.53,-84.33855598350968,30245342,57.23
3577,2024Q1,0.63,0.15,0.76,3.19,48.25,3.0848821613335886,1666428,22.86
3580,2024Q1,-0.25,-0.15,-0.66,-19.47,26.78,-7.0123259351718215,1873173,52.27
3581,2024Q1,0.75,0.04,1.31,-1.32,30.77,0.26353610291391255,2004022,50.34
3583,2024Q1,1.08,2.61,5.23,9.19,27.16,12.012578224060977,19875368,79.72
3587,2024Q1,1.94,2.11,3.2,13.15,30.06,34.41087377738849,7573688,44.95
3588,2024Q1,0.56,0.18,0.63,0.62,37.74,-3.5887413045994006,1867656,10.88
3591,2024Q1,0.72,0.19,0.87,4.16,25.27,-5.056509899659476,3918337,22.09
3592,2024Q1,2.79,7.28,5.07,9.38,29.64,20.74969903663561,20353162,47.99
3593,2024Q1,-0.56,-0.15,-2.98,-16.59,-0.38,1.176907146188215,1467144,68.28
3594,2024Q1,0.61,0.19,0.81,-1.98,30.73,11.91142253077399,3522343,39.44
3596,2024Q1,1.56,2.82,4.27,6.04,14.82,12.903544872892311,42715863,67.02
3597,2024Q1,0.81,0.18,1.24,-2.4,22.39,6.4865751300743915,1040050,45.73
3605,2024Q1,0.2,0.02,0.06,-3.03,20.46,-17.630537154337123,12650818,57.53
3607,2024Q1,-1.45,-0.39,-2.56,-13.51,0.68,-1.2949512903544347,2947799,37.65
3609,2024Q1,-3.66,-1.25,-13.3,-41.97,19.98,38.87342557920663,1044551,70.27
3611,2024Q1,1.91,3.39,2.93,10.68,31.53,7.332446096638417,9052684,39.66
3615,2024Q1,0.8,0.15,0.95,1.4,17.48,50.572372195866045,3410222,26.57
3617,2024Q1,3.94,5.49,6.97,15.73,50.42,24.555903458748773,13339838,46.09
3622,2024Q1,2.31,1.07,2.56,34.74,55.81,-8.768676643366602,7699692,9.82
3623,2024Q1,-0.88,-0.16,-1.23,-13.65,0.8,6.929320926549199,499549,24.59
3624,2024Q1,1.44,0.48,1.68,7.87,25.24,-1.539932174077527,3966446,15.41
3625,2024Q1,-2.11,-0.48,-7.25,-26.75,7.71,241.78157866779983,2019753,65.7
3628,2024Q1,0.21,0.12,0.3,-0.57,25.43,7.486931229447297,3396773,52.02
3629,2024Q1,-6.78,-0.24,-7.86,-37506.9,75.86,-5327.586206896552,107989,9.22
3630,2024Q1,-1.11,-0.43,-2.91,-24.88,7.86,20.528288247974494,5733773,53.27
3631,2024Q1,0.06,-0.01,-0.16,-224.71,28.41,-2841.6268560361523,2902831,44.43
3632,2024Q1,0.08,0.02,-0.26,-6.55,59.31,4.834591474245116,374729,53.71
3645,2024Q1,0.65,0.22,0.87,5.22,21.81,17.2450430260393,4818817,41.01
3646,2024Q1,0.95,0.2,1.41,5.24,27.06,-2.5021591369307563,906524,37.05
3652,2024Q1,0.52,0.16,0.66,-1.4,32.14,5.192088679675043,2383956,24.44
3653,2024Q1,4.22,5.06,5.71,22.97,35.15,50.34044670210259,16967650,30.66
3661,2024Q1,2.94,15.83,4.78,11.55,18.79,-132.3399416662822,50958226,34.7
3663,2024Q1,0.73,0.14,1.13,2.9,8.9,14.434265368028365,4929050,41.16
3664,2024Q1,-6.09,-0.85,-16.41,-42.04,63.87,-12.279726553738431,766891,63.85
3665,2024Q1,1.37,3.56,2.37,8.86,26.34,49.840767752860415,56536898,57.34
3666,2024Q1,-8.0,-1.67,-14.36,-68.0,-18.05,-0.03908446358287963,1050203,45.11
3669,2024Q1,0.46,0.2,0.55,-2.12,56.23,-3.3062614618810584,4485745,23.89
3672,2024Q1,-3.23,-0.78,-7.5,-63.9,30.96,39.86076578816509,693969,55.53
3673,2024Q1,0.43,0.29,0.31,-0.92,4.24,20.402358795365853,93085064,58.0
3675,2024Q1,1.17,1.91,1.82,2.54,22.58,-26.140857860004513,4380697,42.99
3679,2024Q1,3.3,4.33,5.86,18.83,31.77,-27.31384409697879,8657621,44.46
3680,2024Q1,1.56,2.24,2.63,16.22,44.02,59.647682663767995,16370089,44.72
3684,2024Q1,1.42,0.44,2.14,4.52,33.07,3.395377821127638,1005391,38.35
3685,2024Q1,-0.08,-0.13,-0.52,-4.28,14.91,-27.258707491905447,2348230,40.85
3686,2024Q1,0.06,0.01,0.06,-26.73,-0.75,0.01837813002526993,715951,1.5
3687,2024Q1,0.84,0.5,1.78,18.59,41.28,38.89221672592363,8583573,55.44
3689,2024Q1,0.84,0.55,1.18,1.99,20.48,-30.170933406465174,5036848,32.55
3691,2024Q1,0.23,0.5,0.14,-5.76,5.95,50.216666052757596,12874600,42.18
3693,2024Q1,3.31,5.53,7.25,13.97,31.55,-3.1445647997943813,6240087,51.03
3694,2024Q1,1.04,0.37,1.86,1.81,13.53,-3.014975672738148,5739767,45.72
3701,2024Q1,1.14,0.21,1.75,2.92,14.23,-0.64505872250082,12036333,37.63
3702,2024Q1,1.04,1.16,2.24,1.79,3.73,2.583689526369518,338248635,72.95
3703,2024Q1,0.04,0.12,-0.38,1.01,9.13,-3.058846940625543,80196347,62.41
3704,2024Q1,0.29,0.11,0.45,-0.64,25.46,-0.2774078806145862,23895742,52.8
3705,2024Q1,2.6,1.0,3.77,15.9,43.61,35.06051748740564,11531736,33.89
3706,2024Q1,0.79,0.57,1.14,0.57,13.54,6.304003835116507,87835245,32.01
3707,2024Q1,-0.59,-0.3,-1.09,-9.25,2.95,37.11681759210408,11739306,36.73
3708,2024Q1,0.65,0.77,0.99,3.12,21.09,-13.430273567160878,14789096,37.56
3709,2024Q1,0.39,0.15,0.56,0.56,4.61,0.15408626753816881,9290910,76.96
3710,2024Q1,-0.55,-0.35,-4.07,-0.49,19.92,12.203498697703399,8018518,75.07
3711,2024Q1,1.07,1.31,1.88,5.63,15.68,2.2129735087397027,681901766,54.23
3712,2024Q1,0.6,0.75,1.32,2.91,12.47,22.116838027444736,47211171,63.83
3713,2024Q1,-0.15,-0.1,-1.1,-10.24,13.93,496.36797538178126,2850113,76.82
3714,2024Q1,-0.88,-0.62,-1.22,-9.34,12.25,2.1281393785939766,62713270,23.02
3715,2024Q1,1.6,1.02,4.18,9.41,22.67,-5.780663079726033,24372176,71.41
4102,2024Q1,2.94,0.64,3.86,16.6,35.18,30.512434764085633,957804,22.56
4104,2024Q1,1.26,1.19,2.12,8.11,20.07,42.77278031690905,18414696,43.13
4105,2024Q1,3.01,1.13,4.67,24.33,60.68,55.918514767137374,10074106,39.24
4106,2024Q1,1.31,0.4,1.7,7.53,43.37,16.613317251190697,3256378,28.29
4107,2024Q1,2.73,1.81,4.04,28.31,41.35,62.89291320494659,4752608,36.34
4108,2024Q1,-1.72,-0.14,-1.78,-140.7,29.02,5.756720265128267,2373989,2.72
4109,2024Q1,1.03,0.14,1.23,10.23,31.87,-31.667197880145743,1371630,14.49
4111,2024Q1,1.33,0.41,1.88,4.27,30.46,-3.5157185628742518,1776013,30.06
4113,2024Q1,0.87,0.51,3.38,17.11,24.77,1.9425564957097925,14835548,78.3
4114,2024Q1,1.29,0.48,1.75,13.64,44.32,27.206051043388285,11989386,32.95
4116,2024Q1,1.08,0.51,2.07,5.66,29.56,23.210067833389616,4658862,54.55
4119,2024Q1,0.68,0.37,0.87,14.53,29.65,-37.73537412990232,6698858,23.24
4120,2024Q1,-0.47,-1.04,-1.65,1.37,47.81,26.158170398649677,10927121,59.8
4121,2024Q1,0.37,0.04,0.47,0.44,36.75,-25.104529946331834,4561326,52.05
4123,2024Q1,-1.87,-0.78,-2.75,11.56,45.31,-482.30455958834375,27091537,27.26
4126,2024Q1,2.86,1.48,3.73,19.96,30.9,-0.5922143319414523,3848518,23.58
4127,2024Q1,1.19,0.17,1.52,6.12,59.06,-0.38855378246078404,656435,23.75
4128,2024Q1,-1.85,-0.43,-2.03,-21.69,38.58,-51.83663277526461,14331530,8.17
4129,2024Q1,1.57,0.98,2.49,11.72,78.06,1.6107105496474694,6622533,40.28
4130,2024Q1,1.03,0.15,1.12,13.69,40.25,25.01453081609369,1627814,8.42
4131,2024Q1,-3.55,-0.4,-5.46,-125.95,0.82,-11.790448404896301,479619,30.06
4133,2024Q1,1.95,0.44,2.09,13.84,48.18,48.16300601155253,1381791,7.87
4137,2024Q1,1.11,0.91,1.37,21.13,83.67,-9.405713484384078,9130211,41.18
4138,2024Q1,1.73,1.46,3.23,13.4,34.53,59.8198341204016,3068950,50.22
4139,2024Q1,-1.23,-0.56,-6.18,-4.09,8.33,23.843047537157595,1504313,70.4
4142,2024Q1,-2.04,-0.44,-3.53,-445.27,-160.25,210.25570901134967,9357175,40.18
4147,2024Q1,-0.28,-0.06,-0.47,-20.7,38.11,-918.9848447593714,5488923,23.26
4148,2024Q1,1.13,0.44,1.45,4.54,26.5,7.103687362117869,3702848,23.75
4153,2024Q1,1.92,0.42,2.42,13.76,28.11,31.965753547853303,1293692,23.85
4154,2024Q1,-7.79,-0.89,-16.65,-419.27,-222.61,-58.35010060362173,445453,54.03
4155,2024Q1,1.3,0.25,1.62,3.63,11.69,-1.119005782381478,3114957,22.3
4157,2024Q1,-0.48,-0.01,-0.55,-584.31,63.01,92.61724960254372,1213498,8.56
4160,2024Q1,2.43,0.56,3.21,7.82,40.0,-4.3901386674976335,592427,22.49
4161,2024Q1,1.29,0.35,2.12,5.52,25.95,1.9812204864112386,1526095,44.87
4162,2024Q1,2.04,0.57,2.09,40.97,93.28,-1.312693423156666,4062668,2.89
4163,2024Q1,1.89,1.77,3.29,11.45,41.09,1.3338860103626944,4786157,44.75
