coid,year,K_avg,D_avg,K_minus_D_avg
1301,2020,54.16620475789696,54.05131440285058,0.11489035504638423
1301,2021,52.874851303172065,52.9290420359473,-0.054190732775232675
1301,2022,52.45082115018008,52.51356187483113,-0.06274072465105007
1301,2023,49.7873874593005,49.787357950488676,2.9508811820733172e-05
1301,2024,30.305459519220125,30.618040085296204,-0.312580566076079
1301,2025,47.102465452258215,47.11632716744842,-0.013861715190202517
1303,2020,56.336440486910675,56.322888145249635,0.01355234166103969
1303,2021,57.09731229568279,57.17903085000572,-0.08171855432292574
1303,2022,53.70297645601197,53.88781723831348,-0.18484078230151368
1303,2023,50.849938376736525,50.62856686078699,0.22137151594953508
1303,2024,34.28559072090464,34.713005050005,-0.42741432910035826
1303,2025,49.20582576268222,48.97426642787164,0.23155933481057644
1304,2020,52.12314764176691,51.920611973178616,0.20253566858829686
1304,2021,45.39010540547306,45.36540774531724,0.02469766015581598
1304,2022,46.29757814083838,46.270555555784895,0.02702258505348709
1304,2023,45.61540535385233,45.8342389617307,-0.21883360787836637
1304,2024,34.79859608890772,34.80353088459519,-0.004934795687468352
1304,2025,43.41795106288149,43.46092407036501,-0.04297300748351773
1305,2020,51.994785007263296,51.937790987538584,0.056994019724712075
1305,2021,47.058942117290215,47.077157301316525,-0.018215184026310283
1305,2022,49.02063106123386,48.95058072828471,0.07005033294914398
1305,2023,41.316633647184624,41.546693483417094,-0.23005983623247062
1305,2024,34.24043947414128,34.262769922901704,-0.022330448760421007
1305,2025,42.5492524948061,42.56978551746691,-0.020533022660814026
1307,2020,45.185777084318616,45.21908602443757,-0.0333089401189568
1307,2021,42.94580664252939,42.875995726411865,0.06981091611752532
1307,2022,44.756580765631675,44.8722675054789,-0.11568673984722722
1307,2023,49.694155978670196,49.723097047050324,-0.028941068380127888
1307,2024,49.08393574359936,49.18643317705707,-0.10249743345770668
1307,2025,43.519164373350016,43.290584561812416,0.22857981153759965
1308,2020,51.11055908726959,50.92889371334744,0.18166537392215076
1308,2021,49.40581632995374,49.49815705313733,-0.09234072318358955
1308,2022,51.203358671608164,51.204890384027046,-0.0015317124188811704
1308,2023,45.78501582689389,45.89402714489911,-0.10901131800522279
1308,2024,36.37233555222188,36.43255041127333,-0.06021485905145596
1308,2025,44.250988826402406,44.24655333594592,0.004435490456486946
1309,2020,54.37066500924423,54.37201450454669,-0.0013494953024633105
1309,2021,44.08763318577903,44.11078760460914,-0.023154418830110046
1309,2022,45.01528448412328,45.12290859270887,-0.1076241085855898
1309,2023,43.30923052289177,43.509190458512556,-0.1999599356207895
1309,2024,40.06661925750139,40.10689998042797,-0.0402807229265818
1309,2025,40.96729505237446,40.88207518525982,0.08521986711463825
1310,2020,47.037098095390576,47.20435452102947,-0.16725642563889664
1310,2021,43.59134045197571,43.29096651927174,0.3003739327039696
1310,2022,45.14249309897953,45.27976247509109,-0.13726937611156131
1310,2023,45.746504059733226,45.929318787277566,-0.18281472754433992
1310,2024,34.75300076882791,34.81795567177429,-0.06495490294638273
1310,2025,40.74524383874746,40.607252787034945,0.13799105171251824
1312,2020,50.02937315865583,50.06829132274587,-0.038918164090041785
1312,2021,48.1079923681147,48.014376624930286,0.09361574318441512
1312,2022,44.714896035264765,44.836472150342644,-0.12157611507787891
1312,2023,43.98975552431462,44.05041640944785,-0.06066088513323109
1312,2024,36.635797447854685,36.76442768329147,-0.12863023543678764
1312,2025,43.63618849078057,43.52188287311909,0.11430561766147918
1313,2020,52.32473748450301,52.35394380202514,-0.029206317522131542
1313,2021,45.25669913599092,45.213911236367764,0.04278789962315699
1313,2022,47.35965759387713,47.5690486136965,-0.20939101981937114
1313,2023,47.58323193558985,47.47988522281026,0.10334671277959018
1313,2024,38.53409261013874,38.67931511887908,-0.14522250874033915
1313,2025,46.50246859233957,46.52784078441774,-0.025372192078172873
