coid,year,RET,ROA,EPS,ROE,OM,FCF,total_assets,LEV,BIAS,PPO,K,RSI
1110,2021,13.6579,1.37,0.25,1.55,0.65,4.16814078381956,10958500.0,20.51,6.644565682733786,0.2248378320793613,45.67080876109668,55.8152449947139
1110,2022,-6.6415,1.07,0.26,1.24,-1.76,26.051239604832663,11989689.0,27.22,-0.4357992030472995,-0.2078761857671098,49.67197723551087,78.01885154880566
1110,2023,1.0349,1.52,0.26,1.76,2.61,-4.181203965221244,11821562.0,23.65,0.6070452374940889,0.1185002008646321,55.66926721420097,44.19918281990285
1110,2024,10.0117,3.28,0.61,4.06,11.7,-3.15784610120642,12721937.0,24.81,10.706170345895044,0.1821117166572951,49.16099726167926,42.89602550360024
1110,2025,-17.9152,1.99,0.36,2.38,8.48,4.455585837209401,13061489.0,26.16,-9.16276057389376,-0.6166778437639103,44.61590249021789,50.19386753875517
1201,2020,-5.31,3.54,1.06,7.77,3.19,-12.451054637444354,18031521.0,61.98,25.42251710449577,-0.1728490537836862,48.56573511076912,69.86739020019695
1201,2021,2.3248,3.34,1.0,7.3,3.25,13.113491384200971,17959094.0,60.73,28.369946256451417,0.0796596874247608,50.94595423030805,60.40471829054931
1201,2022,-12.2689,1.89,0.47,3.38,1.67,6.0086146278027694,17659407.0,59.04,12.692131618389446,-0.2308289823427481,47.734131919495525,48.81824311651297
1201,2023,1.2202,2.25,0.53,3.71,1.49,5.522797567054027,18027715.0,59.55,14.071779306538916,0.0288442562752695,48.4724243740046,42.44873363272131
1201,2024,-4.6709,3.07,0.87,5.91,2.5,-4.5464862703604965,17621082.0,56.11,8.741322329597836,-0.0950512937139138,45.32539458208276,44.36102878528538
1201,2025,-16.1182,1.65,0.4,2.65,1.68,2.2036596651167946,17619437.0,56.46,-8.75511880647932,-0.4637158349504025,42.79243412691178,31.268430669741548
1203,2020,39.5794,7.52,1.81,11.08,16.13,-2.9248821421521227,9331602.0,32.35,-17.694830954443415,0.632091026517935,58.50906953644078,46.11540690693462
1203,2021,-8.0687,7.49,1.88,11.1,14.86,-1.365340225232056,9582739.0,34.76,-24.328148940099844,-0.1740801450882631,47.729066453939375,49.56564228398418
1203,2022,10.8767,9.22,2.63,13.87,13.05,3.1117336827460407,10000966.0,34.25,-16.082024228519117,0.1832132429955252,55.981877045158186,52.8426046541972
1203,2023,67.4181,6.72,1.8,9.86,13.36,-0.5762053216613132,10112427.0,33.13,40.52228924908239,0.8483841261589601,65.1748728221499,91.1085483997022
1203,2024,-28.2414,8.65,2.36,12.37,17.09,0.0971735708309106,10278895.0,29.85,0.852446393686122,-0.4631462769546354,47.06555856792166,34.771632129095494
1203,2025,2.4832,6.85,1.81,9.42,16.54,-9.314774347659045,10486198.0,29.2,3.4017215411148576,-0.0174407273841089,49.39650572657202,50.51671502202933
1210,2020,21.8928,8.68,3.99,15.6,5.16,4.867968589063612,51693036.0,46.05,-28.99230322047046,0.3186722926127802,53.274490686808704,75.25794675003048
1210,2021,13.5473,4.59,2.32,8.13,2.31,1.6719903106509566,56732130.0,51.1,-19.21774165448668,0.3335427143579695,52.84442796554624,72.66730375496448
1210,2022,-8.0065,5.43,2.59,10.06,2.7,-0.1136024004564174,62341521.0,53.65,-25.61797052226968,-0.1693947006257022,49.67813315661684,60.09771993024214
1210,2023,32.1358,8.38,4.81,15.82,5.42,2.5281714796673738,64827616.0,50.92,-1.649205106245627,0.5256198143237547,52.323516818182426,60.48693749020657
1210,2024,-8.4214,7.25,4.21,13.31,5.19,-0.6581878055625338,70755170.0,51.21,-9.938326734434517,-0.1166244412726947,50.30709277033374,40.46195617649928
1210,2025,3.7309,6.49,4.33,12.25,4.7,-5.64969198876196,76152381.0,53.42,-6.655687859554406,0.0940596735318852,47.95086376331562,43.25317869320766
1213,2020,23.4825,-1.22,-0.48,-4.96,-12.8,0.617477130476649,1255281.0,57.29,-40.94967373124249,0.358804971251222,50.78505646103668,50.59516762475506
1213,2021,8.9266,-7.06,-1.67,-19.31,-15.29,10.520528246825338,1122852.0,60.66,-35.688540938680326,0.1155770442062272,53.92875819667077,61.75580235689032
1213,2022,-15.3209,-6.02,-1.34,-18.77,-17.11,4.951260539320677,1058384.0,65.43,-45.504087193460485,-0.3077307053023843,48.34824388830369,55.08900020298439
